order_id,amount,profit,quantity,category,payment_method
OR_5767,457.56,108.53,1,Category B,Mobile Payment
OR_843,377.75,65.92,10,Category C,Card
OR_9024,184.74,38.16,2,Category B,Mobile Payment
OR_2698,492.04,128.61,5,Category C,EMI
OR_4847,431.17,177.8,5,Category C,Card
OR_8916,185.19,64.23,10,Category C,EMI
OR_9636,294.03,137.57,2,Category A,EMI
OR_4212,473.9,166.85,7,Category C,COD
OR_3341,168.35,66.68,3,Category B,Card
OR_5259,466.57,198.33,7,Category C,Card
OR_5004,142.01,20.45,5,Category C,Card
OR_7035,96.03,42.15,4,Category A,Card
OR_3948,429.1,48.05,4,Category B,Checks
OR_1918,293.02,43.87,3,Category A,COD
OR_6160,473.41,117.74,3,Category A,Checks
OR_6096,268.78,99.43,3,Category B,COD
OR_5477,329.53,135.0,4,Category A,COD
OR_1518,20.07,2.22,1,Category A,EMI
OR_420,85.53,39.23,9,Category C,EMI
OR_717,137.42,53.51,1,Category B,Checks
OR_6212,81.09,35.76,8,Category A,COD
OR_1669,445.98,60.52,6,Category C,Mobile Payment
OR_5445,132.57,51.5,5,Category B,Checks
OR_6905,133.32,33.64,8,Category C,Checks
OR_5602,28.2,10.38,2,Category A,Mobile Payment
OR_1871,324.28,42.66,3,Category C,Card
OR_6016,94.61,19.46,8,Category A,Card
OR_2229,42.72,9.07,9,Category C,Checks
OR_6809,49.92,18.78,8,Category B,Card
OR_2156,411.45,81.03,7,Category B,Checks
OR_2821,352.93,49.49,2,Category B,COD
OR_4043,201.17,37.19,2,Category C,Card
OR_3112,122.51,40.73,8,Category B,Card
OR_6238,110.65,26.35,1,Category C,Card
OR_1204,22.46,2.77,8,Category C,Checks
OR_8120,27.29,12.57,6,Category A,COD
OR_4080,391.51,74.64,2,Category C,COD
OR_2520,68.78,15.33,2,Category A,EMI
OR_5350,465.32,181.76,6,Category B,Card
OR_5474,109.22,21.52,6,Category C,Card
OR_7523,490.25,173.23,9,Category B,COD
OR_5196,40.66,19.24,4,Category B,COD
OR_1356,134.86,33.67,9,Category C,COD
OR_3848,110.85,54.09,10,Category A,Card
OR_7551,413.21,47.53,6,Category C,Checks
OR_3132,411.14,47.5,8,Category B,Card
OR_3294,11.72,4.72,6,Category A,COD
OR_1181,54.94,6.6,2,Category C,COD
OR_675,339.34,168.83,7,Category C,Checks
OR_2037,199.37,97.91,6,Category C,Checks
OR_3931,409.53,132.63,3,Category B,Card
OR_5115,425.79,59.39,7,Category B,Mobile Payment
OR_5218,200.48,79.27,3,Category C,Checks
OR_6482,385.79,103.07,1,Category A,COD
OR_4900,185.47,79.68,2,Category C,Checks
OR_6197,297.59,108.43,6,Category C,Card
OR_5727,328.3,163.45,3,Category C,Mobile Payment
OR_7515,157.04,50.07,9,Category B,Checks
OR_7688,218.26,84.04,5,Category C,Mobile Payment
OR_7224,163.5,61.44,9,Category A,Card
OR_7211,40.14,6.59,9,Category B,COD
OR_3674,151.2,64.09,2,Category A,EMI
OR_5975,442.91,199.71,6,Category B,COD
OR_2478,87.65,27.69,10,Category B,COD
OR_7235,134.49,42.53,1,Category A,COD
OR_8680,441.55,86.38,9,Category C,COD
OR_7489,314.5,155.98,2,Category A,EMI
OR_6864,269.88,119.18,6,Category C,Checks
OR_3552,298.13,102.24,4,Category C,EMI
OR_7379,167.5,22.37,7,Category B,EMI
OR_2939,149.9,73.89,3,Category A,Checks
OR_2624,406.96,64.95,3,Category C,Mobile Payment
OR_8871,93.27,10.67,10,Category C,EMI
OR_397,462.34,122.73,1,Category A,EMI
OR_2309,217.78,41.94,2,Category A,Checks
OR_511,484.13,110.35,2,Category C,Card
OR_4797,456.88,214.01,7,Category A,Checks
OR_5555,77.09,27.56,5,Category C,COD
OR_4078,316.05,155.62,5,Category B,Card
OR_4219,273.74,77.6,1,Category C,Mobile Payment
OR_6310,338.07,41.41,2,Category B,EMI
OR_8833,190.16,90.0,8,Category B,EMI
OR_3258,422.95,56.93,6,Category A,Checks
OR_5400,219.93,50.89,4,Category A,Mobile Payment
OR_1812,64.18,9.34,10,Category C,EMI
OR_5874,387.03,158.91,10,Category B,COD
OR_9133,73.74,17.44,3,Category B,COD
OR_3236,60.99,6.12,9,Category C,Mobile Payment
OR_276,315.96,106.55,10,Category C,Card
OR_7717,498.44,137.07,8,Category A,Mobile Payment
OR_4921,491.34,92.52,8,Category A,Card
OR_3841,217.41,73.26,9,Category A,Mobile Payment
OR_7754,363.3,82.52,7,Category B,Card
OR_8399,141.12,34.92,8,Category B,Mobile Payment
OR_2159,146.37,35.19,5,Category C,Checks
OR_5032,62.12,20.24,5,Category C,Mobile Payment
OR_6430,434.22,170.5,1,Category A,Mobile Payment
OR_9300,147.74,41.9,10,Category B,COD
OR_5100,470.14,86.75,5,Category A,Card
OR_1077,37.64,5.44,3,Category C,COD
OR_1258,155.31,25.92,1,Category B,Checks
OR_254,464.58,202.67,7,Category A,Mobile Payment
OR_7996,254.67,112.8,2,Category C,EMI
OR_8010,64.21,32.02,9,Category C,COD
OR_4344,223.95,46.95,5,Category A,Checks
OR_3778,66.93,25.66,3,Category C,Checks
OR_34,100.0,28.43,3,Category C,Mobile Payment
OR_4269,93.34,15.79,4,Category C,Mobile Payment
OR_5870,195.3,89.96,5,Category C,EMI
OR_6933,255.95,123.28,4,Category B,Card
OR_157,347.32,125.02,7,Category B,COD
OR_146,437.67,73.51,3,Category A,Checks
OR_2913,18.14,4.55,1,Category A,Card
OR_5942,221.76,108.32,10,Category C,COD
OR_4408,186.29,44.75,7,Category B,Mobile Payment
OR_2303,127.04,57.99,10,Category B,EMI
OR_7050,362.95,38.94,2,Category A,EMI
OR_8224,191.05,56.59,9,Category C,EMI
OR_9148,472.06,153.44,1,Category C,Mobile Payment
OR_3569,228.87,28.55,1,Category A,Checks
OR_9261,55.52,13.17,5,Category A,COD
OR_7176,71.11,32.88,1,Category C,Checks
OR_5463,432.37,69.83,4,Category B,Mobile Payment
OR_4654,411.23,94.65,4,Category A,EMI
OR_6868,348.61,87.41,3,Category A,Mobile Payment
OR_8391,432.54,85.83,8,Category B,Checks
OR_6162,483.07,241.19,9,Category C,Checks
OR_7626,232.8,108.96,5,Category B,COD
OR_9016,16.34,7.15,8,Category A,Checks
OR_3529,114.53,40.12,8,Category A,EMI
OR_724,296.56,49.51,1,Category A,Checks
OR_9527,190.71,65.07,7,Category A,Mobile Payment
OR_13,372.34,95.81,8,Category B,EMI
OR_1956,183.61,90.52,1,Category C,COD
OR_7972,97.2,19.48,3,Category C,Checks
OR_396,23.58,9.74,4,Category C,Mobile Payment
OR_4504,435.51,137.25,7,Category A,Mobile Payment
OR_6391,72.14,12.74,9,Category B,COD
OR_9593,346.09,151.44,9,Category C,Checks
OR_1691,206.94,82.59,3,Category A,Card
OR_3971,198.34,21.74,3,Category B,EMI
OR_677,481.11,60.29,1,Category B,Checks
OR_6503,380.81,51.58,3,Category B,Mobile Payment
OR_6436,86.33,27.29,5,Category B,Mobile Payment
OR_2097,379.71,187.9,8,Category A,COD
OR_7006,474.92,178.21,5,Category C,EMI
OR_1967,144.89,58.53,1,Category C,Checks
OR_2943,302.19,123.95,10,Category B,Mobile Payment
OR_6324,289.56,97.77,1,Category A,Card
OR_1527,390.65,110.93,6,Category A,Card
OR_2490,129.56,59.12,7,Category B,COD
OR_8601,302.78,38.91,8,Category A,Checks
OR_8083,60.62,9.64,4,Category C,Card
OR_7345,77.58,21.01,1,Category A,Card
OR_26,117.53,26.69,9,Category C,Checks
OR_5438,486.23,213.31,10,Category B,Checks
OR_1055,18.01,7.06,6,Category B,Card
OR_8963,229.02,58.47,4,Category A,Card
OR_5493,424.81,174.93,8,Category C,EMI
OR_7131,14.06,6.91,7,Category C,Card
OR_1870,300.54,123.99,7,Category A,Mobile Payment
OR_3890,375.31,52.81,5,Category C,Card
OR_2644,219.06,60.44,2,Category A,Card
OR_3833,421.09,104.25,4,Category A,Card
OR_3445,263.1,67.36,8,Category C,Mobile Payment
OR_6317,155.92,71.31,7,Category A,Card
OR_8378,359.97,109.38,1,Category C,EMI
OR_4231,79.65,31.27,9,Category C,Card
OR_7703,403.69,115.52,8,Category C,EMI
OR_7627,442.1,127.59,7,Category A,Card
OR_5726,447.79,202.79,7,Category A,COD
OR_4058,221.33,26.55,10,Category B,Checks
OR_336,36.64,9.11,4,Category C,COD
OR_4490,339.1,102.31,1,Category C,Card
OR_4349,185.25,65.26,1,Category C,Checks
OR_6923,491.73,198.8,5,Category A,Mobile Payment
OR_2262,203.69,92.36,9,Category C,Checks
OR_6378,215.02,48.87,9,Category A,Checks
OR_2539,143.85,44.37,1,Category B,COD
OR_1412,268.82,98.59,1,Category B,EMI
OR_474,32.91,12.12,10,Category A,COD
OR_1356,230.22,110.02,4,Category B,EMI
OR_4699,126.38,56.37,5,Category B,Checks
OR_4951,45.13,5.24,9,Category A,Card
OR_3855,260.08,116.98,6,Category B,Mobile Payment
OR_1323,481.84,141.26,9,Category B,Checks
OR_7355,420.67,147.8,1,Category C,Checks
OR_3856,375.35,86.84,4,Category C,Card
OR_3601,99.7,46.93,5,Category A,EMI
OR_3285,193.63,22.98,9,Category B,Checks
OR_243,461.67,120.02,7,Category C,Mobile Payment
OR_3388,448.45,158.88,4,Category C,EMI
OR_5100,258.63,82.79,2,Category C,Card
OR_321,447.19,85.89,10,Category C,COD
OR_7581,39.09,12.96,6,Category A,Mobile Payment
OR_3152,199.71,33.98,2,Category B,EMI
OR_8707,224.93,86.92,5,Category B,Checks
OR_5070,45.28,4.86,6,Category A,EMI
OR_645,457.0,200.55,2,Category B,Mobile Payment
OR_3189,29.45,3.68,8,Category B,Card
OR_629,33.14,11.11,6,Category A,EMI
OR_1613,78.98,16.8,6,Category C,Mobile Payment
OR_7032,326.14,109.34,6,Category C,EMI
OR_157,249.99,44.7,3,Category C,Card
OR_3412,413.73,165.08,5,Category B,Card
OR_551,67.41,29.72,4,Category C,Checks
OR_9035,362.51,89.49,8,Category C,Checks
OR_8904,51.27,22.77,1,Category B,Checks
OR_563,498.73,206.4,4,Category A,COD
OR_3460,84.85,12.65,7,Category B,COD
OR_1169,373.04,141.26,7,Category A,EMI
OR_8430,50.76,9.04,3,Category C,COD
OR_6690,47.03,22.76,8,Category A,Mobile Payment
OR_194,188.06,27.55,4,Category C,Mobile Payment
OR_886,17.92,4.31,8,Category A,EMI
OR_369,127.68,38.44,1,Category C,COD
OR_5667,314.81,118.45,8,Category A,Card
OR_3701,499.64,145.31,5,Category C,Checks
OR_7356,79.63,13.09,5,Category A,Checks
OR_4841,428.57,82.44,1,Category B,EMI
OR_6763,265.91,31.89,2,Category C,COD
OR_4204,65.0,13.82,4,Category C,Card
OR_2259,477.45,155.21,7,Category A,Card
OR_5106,136.04,58.24,10,Category B,Checks
OR_6520,302.82,44.45,3,Category A,Mobile Payment
OR_5878,54.29,15.32,4,Category B,Card
OR_929,309.91,142.59,2,Category C,COD
OR_6346,208.22,23.73,3,Category B,COD
OR_2672,306.51,117.47,4,Category C,Checks
OR_4999,403.09,150.75,2,Category A,COD
OR_1751,168.32,29.78,5,Category B,Card
OR_8321,333.84,42.13,8,Category B,EMI
OR_3956,497.35,119.07,7,Category A,Card
OR_6622,425.4,202.3,7,Category A,Checks
OR_2404,83.19,16.95,6,Category B,EMI
OR_3555,286.94,82.46,3,Category B,Checks
OR_7878,378.15,165.03,2,Category A,Mobile Payment
OR_8564,318.07,150.72,2,Category A,Checks
OR_5918,79.02,22.49,9,Category A,Checks
OR_291,24.31,7.52,5,Category C,Mobile Payment
OR_8596,51.52,24.65,1,Category C,Mobile Payment
OR_6008,340.84,121.6,5,Category B,Mobile Payment
OR_1459,130.26,36.67,9,Category A,Mobile Payment
OR_1130,169.19,38.4,8,Category B,Card
OR_9331,165.94,76.11,1,Category B,COD
OR_9351,347.96,116.73,2,Category B,EMI
OR_4337,67.23,16.43,1,Category B,Checks
OR_4218,84.5,37.06,5,Category C,Checks
OR_8723,410.48,57.05,9,Category B,EMI
OR_7029,406.23,74.76,3,Category A,COD
OR_5261,206.31,62.03,9,Category C,EMI
OR_8052,264.85,105.42,10,Category B,Mobile Payment
OR_8800,344.35,106.74,6,Category A,Checks
OR_8539,275.09,57.72,2,Category A,Mobile Payment
OR_7068,200.0,64.42,7,Category B,COD
OR_3031,366.64,138.95,8,Category A,Card
OR_4511,191.83,43.95,10,Category B,Mobile Payment
OR_2938,267.08,130.33,1,Category B,COD
OR_1205,116.43,48.51,9,Category B,Checks
OR_9051,309.05,128.5,7,Category A,Mobile Payment
OR_8142,392.01,132.13,10,Category B,EMI
OR_2598,66.49,14.37,1,Category B,Checks
OR_7973,203.32,49.54,8,Category C,COD
OR_1084,106.79,37.01,9,Category B,Card
OR_3732,68.9,31.11,2,Category C,Checks
OR_8132,337.05,135.58,1,Category C,Checks
OR_5447,398.5,45.13,2,Category B,Checks
OR_4060,424.29,73.89,7,Category B,EMI
OR_1447,25.84,2.71,2,Category B,COD
OR_8987,114.45,43.22,9,Category B,Checks
OR_5289,342.27,65.71,6,Category C,Mobile Payment
OR_961,292.71,136.57,1,Category A,Checks
OR_4915,252.1,115.74,7,Category B,Card
OR_4098,90.78,14.27,4,Category C,Mobile Payment
OR_7012,231.02,26.76,10,Category B,EMI
OR_4127,433.79,213.52,1,Category A,COD
OR_480,315.1,96.45,3,Category C,Mobile Payment
OR_7556,198.57,96.35,5,Category C,COD
OR_9500,350.95,145.62,4,Category A,EMI
OR_6526,314.9,59.32,4,Category B,EMI
OR_1480,266.85,82.62,2,Category A,COD
OR_2229,126.31,26.01,6,Category A,Mobile Payment
OR_274,451.94,222.92,3,Category A,Card
OR_8779,14.35,6.61,8,Category C,Checks
OR_921,274.34,54.36,10,Category A,COD
OR_425,154.8,49.39,10,Category C,COD
OR_3193,339.21,111.81,8,Category C,Card
OR_797,467.58,81.56,4,Category B,EMI
OR_8598,132.67,65.93,7,Category C,COD
OR_6622,319.63,44.93,6,Category C,Mobile Payment
OR_10,450.91,174.88,1,Category A,EMI
OR_3026,250.18,82.61,7,Category A,Mobile Payment
OR_8767,133.41,21.68,8,Category C,COD
OR_3879,192.32,86.58,3,Category A,Card
OR_9696,389.9,183.17,9,Category B,COD
OR_5265,179.84,28.46,1,Category A,Card
OR_1380,324.98,121.14,5,Category C,Checks
OR_6640,360.99,170.14,3,Category A,Checks
OR_3803,415.95,176.21,6,Category B,Checks
OR_2518,94.45,10.85,10,Category B,Checks
OR_2408,201.01,63.95,2,Category A,COD
OR_9072,282.05,28.83,10,Category C,Card
OR_6734,271.78,92.65,8,Category B,COD
OR_6901,186.74,40.72,4,Category C,Checks
OR_1785,439.34,65.08,7,Category B,EMI
OR_1094,180.13,42.65,7,Category C,EMI
OR_3363,346.22,102.45,6,Category C,COD
OR_6903,70.05,32.48,6,Category C,EMI
OR_9205,455.09,104.76,1,Category C,Mobile Payment
OR_6921,266.62,36.65,10,Category C,EMI
OR_5768,359.48,137.67,9,Category A,Mobile Payment
OR_7740,416.53,128.8,1,Category C,Mobile Payment
OR_7391,22.17,7.05,2,Category C,Mobile Payment
OR_8350,470.85,54.86,8,Category B,Checks
OR_1968,430.29,105.83,3,Category B,Card
OR_8230,408.48,95.1,8,Category B,EMI
OR_937,162.79,44.46,10,Category B,Card
OR_4828,457.98,97.03,8,Category C,Card
OR_2918,290.52,37.97,2,Category A,Checks
OR_1373,154.07,30.12,1,Category C,Checks
OR_9571,184.69,83.84,6,Category B,Checks
OR_2963,368.54,56.85,4,Category C,EMI
OR_9596,22.48,4.14,10,Category C,COD
OR_468,267.28,54.89,10,Category C,Card
OR_7121,67.48,11.05,10,Category B,COD
OR_8375,357.97,145.23,4,Category A,Mobile Payment
OR_5681,348.3,132.64,8,Category C,Checks
OR_257,262.23,58.4,6,Category B,Checks
OR_5291,137.61,28.95,6,Category A,Card
OR_9486,154.65,37.43,1,Category A,Mobile Payment
OR_2515,74.03,27.94,5,Category A,COD
OR_5710,415.1,192.89,1,Category A,Card
OR_5293,115.47,19.14,1,Category C,Card
OR_8376,326.03,54.48,10,Category B,COD
OR_6628,231.44,109.32,2,Category B,Checks
OR_2707,432.63,105.1,8,Category A,COD
OR_6500,129.44,53.39,2,Category C,EMI
OR_8528,107.66,43.0,9,Category A,Mobile Payment
OR_7436,491.87,186.5,7,Category A,EMI
OR_1823,192.28,74.19,8,Category A,Mobile Payment
OR_6818,140.27,63.9,8,Category A,Mobile Payment
OR_2482,147.08,40.3,4,Category A,EMI
OR_9578,390.51,116.08,4,Category A,COD
OR_7081,385.7,94.97,9,Category A,EMI
OR_5433,413.25,109.54,4,Category A,Mobile Payment
OR_3850,186.63,62.3,4,Category C,Checks
OR_6924,272.12,73.87,2,Category B,COD
OR_573,415.89,66.63,5,Category C,Checks
OR_3647,236.31,63.67,5,Category C,Checks
OR_1247,408.67,199.31,4,Category C,Checks
OR_3496,386.64,191.01,1,Category C,EMI
OR_3002,359.69,48.35,8,Category B,EMI
OR_5192,138.6,28.97,2,Category C,Mobile Payment
OR_9715,398.04,105.38,9,Category C,COD
OR_2441,16.07,3.02,10,Category A,COD
OR_2632,237.4,74.81,2,Category A,EMI
OR_703,407.99,61.91,1,Category B,Checks
OR_6184,312.21,39.38,8,Category C,EMI
OR_9738,495.93,218.11,1,Category C,Card
OR_2534,82.14,34.37,2,Category B,COD
OR_7040,371.06,52.18,1,Category B,Card
OR_2785,16.9,7.47,5,Category A,Checks
OR_1014,236.47,77.73,5,Category B,EMI
OR_7938,473.51,128.46,3,Category A,EMI
OR_4753,241.13,60.89,2,Category C,Checks
OR_5400,428.19,87.35,2,Category C,EMI
OR_4494,351.89,67.55,2,Category A,COD
OR_7304,179.4,39.89,4,Category C,Mobile Payment
OR_5591,335.53,59.34,6,Category A,Card
OR_4833,434.43,59.34,9,Category B,Checks
OR_9150,113.67,18.27,3,Category A,COD
OR_5499,468.42,215.36,8,Category A,Checks
OR_1893,322.99,82.48,1,Category A,EMI
OR_8148,104.71,43.39,3,Category C,Card
OR_3890,227.69,53.77,8,Category A,COD
OR_5977,277.85,85.11,1,Category C,EMI
OR_6699,242.32,80.17,9,Category A,Mobile Payment
OR_597,308.83,146.44,9,Category C,Card
OR_2484,48.94,5.69,2,Category C,COD
OR_8247,94.99,32.61,8,Category B,Checks
OR_677,376.81,44.53,1,Category C,EMI
OR_855,306.53,81.0,10,Category C,Mobile Payment
OR_8119,119.95,58.06,6,Category A,Checks
OR_1936,378.81,78.01,8,Category A,EMI
OR_4977,490.53,222.88,9,Category B,EMI
OR_1483,76.25,22.68,10,Category B,Checks
OR_6381,276.45,107.71,2,Category A,COD
OR_396,322.28,137.05,10,Category A,Mobile Payment
OR_5671,427.12,181.11,3,Category A,Card
OR_3635,149.54,44.5,8,Category C,EMI
OR_3716,31.52,6.85,2,Category A,COD
OR_7260,486.63,76.84,7,Category A,Checks
OR_2782,264.86,89.67,7,Category C,Checks
OR_5356,345.31,153.76,7,Category B,Card
OR_9402,104.72,38.25,2,Category B,EMI
OR_3336,62.12,13.51,4,Category B,COD
OR_9355,496.92,113.07,4,Category A,Mobile Payment
OR_7573,27.5,3.12,8,Category C,COD
OR_8818,388.6,130.76,8,Category C,Checks
OR_1391,423.77,66.52,6,Category A,Card
OR_6740,364.1,89.64,6,Category C,COD
OR_9527,178.13,85.59,7,Category C,EMI
OR_7338,60.98,10.45,3,Category A,Checks
OR_242,311.3,115.77,5,Category C,Mobile Payment
OR_7203,409.58,159.2,10,Category A,Checks
OR_4326,302.45,75.83,5,Category A,Checks
OR_4290,162.58,70.48,2,Category A,EMI
OR_2502,275.85,135.54,9,Category A,Card
OR_8440,289.08,79.84,3,Category A,Checks
OR_3491,291.31,78.48,4,Category B,EMI
OR_298,51.38,24.74,10,Category C,Card
OR_1726,252.59,44.9,4,Category A,COD
OR_1241,86.78,35.72,2,Category B,Mobile Payment
OR_4322,442.23,105.42,5,Category C,Card
OR_5441,141.54,56.95,10,Category B,COD
OR_5644,162.7,17.68,4,Category C,COD
OR_7911,334.14,72.83,3,Category B,Card
OR_1100,260.78,98.22,4,Category A,EMI
OR_8273,488.09,167.72,7,Category C,Checks
OR_5032,69.46,18.58,5,Category B,Checks
OR_9343,280.39,48.62,2,Category B,EMI
OR_8770,18.09,7.58,10,Category A,Checks
OR_5268,170.29,76.1,9,Category C,EMI
OR_3869,441.98,205.79,2,Category B,Mobile Payment
OR_7864,193.57,30.3,8,Category A,Mobile Payment
OR_6221,420.06,64.73,8,Category B,COD
OR_1790,162.95,24.14,7,Category B,Mobile Payment
OR_1095,270.45,95.33,2,Category B,COD
OR_7175,282.8,91.69,5,Category C,Card
OR_3784,50.54,24.59,1,Category A,COD
OR_9542,228.14,41.61,7,Category A,Card
OR_415,372.65,115.64,2,Category C,Checks
OR_1464,380.09,106.28,10,Category A,COD
OR_8151,364.64,86.71,7,Category B,Mobile Payment
OR_9557,302.62,101.6,10,Category A,Mobile Payment
OR_5791,327.15,162.95,4,Category B,Card
OR_9122,448.78,87.46,4,Category A,EMI
OR_6435,143.31,56.06,9,Category A,Checks
OR_4608,34.4,3.93,3,Category B,COD
OR_40,134.29,53.67,9,Category A,Card
OR_4751,47.38,5.99,8,Category A,Mobile Payment
OR_3222,178.87,27.05,4,Category A,Mobile Payment
OR_3080,283.09,76.81,7,Category C,EMI
OR_65,355.6,96.34,3,Category A,Checks
OR_1206,387.58,70.06,9,Category A,Card
OR_4157,344.12,150.85,3,Category A,Mobile Payment
OR_7126,398.96,85.43,6,Category B,Card
OR_5729,427.11,69.07,9,Category C,COD
OR_2565,321.76,46.44,8,Category A,Mobile Payment
OR_4764,387.09,166.71,10,Category A,EMI
OR_7746,366.08,49.7,9,Category C,Checks
OR_4597,305.78,108.67,4,Category A,Card
OR_1200,267.09,43.55,2,Category A,Card
OR_1291,224.08,45.77,10,Category B,Card
OR_3614,164.71,54.44,5,Category B,Card
OR_3250,103.35,30.44,5,Category C,Card
OR_8723,477.02,110.36,9,Category C,Checks
OR_8219,47.37,15.6,9,Category B,Mobile Payment
OR_6486,179.54,85.01,1,Category C,Mobile Payment
OR_6745,46.13,8.73,6,Category C,Card
OR_3210,20.67,8.47,7,Category A,Card
OR_5682,63.57,25.52,6,Category C,Mobile Payment
OR_6923,326.54,56.55,1,Category B,Card
OR_7013,282.01,54.79,1,Category C,Card
OR_9571,472.59,225.6,9,Category A,COD
OR_6540,179.63,26.07,3,Category B,Checks
OR_8950,455.04,123.68,8,Category B,Card
OR_4758,221.73,35.01,1,Category A,Card
OR_5361,462.63,128.99,8,Category C,Mobile Payment
OR_2887,89.1,32.04,8,Category C,EMI
OR_993,480.88,231.28,7,Category B,Mobile Payment
OR_3423,440.45,50.33,3,Category A,Card
OR_7338,180.86,65.16,1,Category A,Mobile Payment
OR_9630,182.64,35.79,7,Category B,Mobile Payment
OR_3378,479.34,124.32,3,Category A,Card
OR_8687,172.69,46.71,4,Category C,Mobile Payment
OR_1950,249.14,121.82,4,Category C,EMI
OR_8874,434.97,50.69,8,Category A,COD
OR_7328,327.41,70.51,2,Category B,Card
OR_5285,455.74,179.34,5,Category A,Mobile Payment
OR_8774,126.46,36.98,6,Category C,COD
OR_398,120.06,27.78,5,Category A,EMI
OR_321,205.93,66.13,7,Category A,Mobile Payment
OR_3962,229.51,73.48,9,Category C,Mobile Payment
OR_8096,86.92,13.38,1,Category B,Card
OR_7546,37.76,15.13,3,Category B,Card
OR_4937,14.11,6.79,1,Category C,Card
OR_9741,163.69,47.57,2,Category C,Mobile Payment
OR_3216,457.01,124.89,6,Category C,Card
OR_7946,324.62,113.3,4,Category B,EMI
OR_9669,265.38,105.43,7,Category A,COD
OR_4470,164.47,78.23,6,Category A,Checks
OR_6105,335.45,145.88,3,Category A,EMI
OR_8152,178.52,61.45,6,Category B,Card
OR_3679,477.07,120.77,4,Category A,COD
OR_8249,396.08,56.27,9,Category A,EMI
OR_6322,129.77,60.73,4,Category C,Checks
OR_1190,259.95,43.65,9,Category B,Card
OR_3349,350.08,166.38,6,Category B,Card
OR_9206,428.51,85.94,8,Category C,COD
OR_3746,49.28,12.4,4,Category B,Checks
OR_7412,234.12,53.17,5,Category A,Card
OR_9703,343.42,143.9,4,Category C,Mobile Payment
OR_1485,399.4,195.45,7,Category B,Card
OR_6362,154.73,72.4,1,Category C,Checks
OR_3854,282.74,113.91,9,Category C,COD
OR_2996,67.33,10.03,10,Category A,COD
OR_4859,261.03,62.76,2,Category A,COD
OR_2477,150.06,28.58,3,Category C,Checks
OR_1292,341.92,168.88,5,Category A,Mobile Payment
OR_3734,315.17,137.92,7,Category C,EMI
OR_3753,340.86,142.79,8,Category C,COD
OR_1444,267.57,128.18,8,Category C,Mobile Payment
OR_5719,393.05,145.85,3,Category C,Checks
OR_3194,487.75,230.6,8,Category A,Card
OR_525,152.31,73.86,9,Category C,EMI
OR_7143,339.44,57.83,5,Category A,Checks
OR_3442,291.15,83.34,10,Category A,Checks
OR_885,391.89,183.65,7,Category A,Mobile Payment
OR_7568,138.44,15.96,10,Category C,Mobile Payment
OR_406,364.39,167.29,7,Category C,Mobile Payment
OR_4009,185.91,50.43,5,Category C,COD
OR_2887,264.52,40.26,5,Category A,Card
OR_3629,371.56,37.19,5,Category B,COD
OR_4981,229.44,69.24,5,Category B,Card
OR_492,457.14,176.85,6,Category C,Mobile Payment
OR_1682,72.91,19.35,8,Category A,Mobile Payment
OR_2420,15.6,3.58,9,Category A,Mobile Payment
